"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Swainsona kingii","https://id.biodiversity.org.au/node/apni/2889078","Swainsona kingii","Fabaceae",,,"Vulnerable","Endangered"
"Macropus rufogriseus","urn:lsid:biodiversity.org.au:afd.taxon:8b1d5f58-b9b8-483b-bf8f-e1e617e09d82","Notamacropus rufogriseus","Macropodidae",,"Red-necked Wallaby","Rare","Near Threatened"
"Mormopterus eleryi","urn:lsid:biodiversity.org.au:afd.taxon:ed88a997-097d-4bff-a79e-36870dc0b896","Setirostris eleryi","Molossidae",,"Hairy-nosed Freetail-bat","Vulnerable","Endangered"
"Acacia erinacea","https://id.biodiversity.org.au/node/apni/2911662","Acacia erinacea","Fabaceae",,"Prickly Wattle","Rare","Near Threatened"
"Thelymitra flexuosa","https://id.biodiversity.org.au/name/apni/115270","Thelymitra flexuosa","Orchidaceae",,"Twisted Sun Orchid","Rare","Near Threatened"
"Olearia arida","https://id.biodiversity.org.au/node/apni/2888752","Olearia arida","Asteraceae",,"Desert Daisy-bush","Vulnerable","Endangered"
"Wurmbea decumbens","https://id.biodiversity.org.au/node/apni/2886840","Wurmbea decumbens","Colchicaceae",,"Trailing Nancy","Rare","Near Threatened"
"Swainsona sericea","https://id.biodiversity.org.au/node/apni/2906530","Swainsona sericea","Fabaceae",,"Silky Swainson-pea","Extinct or Endangered (needs further qualification)","Endangered"
"Schoenus lepidosperma subsp. lepidosperma","https://id.biodiversity.org.au/node/apni/2894581","Schoenus lepidosperma subsp. lepidosperma","Cyperaceae",,"Slender Bog-rush","Rare","Near Threatened"
"Petaurus norfolcensis","urn:lsid:biodiversity.org.au:afd.taxon:1b653e0c-0875-4751-8a68-f608891b4912","Petaurus norfolcensis","Petauridae",,"Squirrel Glider","Extinct or Endangered","Endangered"
"Correa aemula","https://id.biodiversity.org.au/node/apni/7851591","Correa aemula","Rutaceae",,"Hairy Correa","Rare","Near Threatened"
"Swainsona minutiflora","https://id.biodiversity.org.au/node/apni/2908145","Swainsona minutiflora","Fabaceae",,"Small-flower Swainson-pea","Vulnerable","Endangered"
"Larus (Larus) dominicanus dominicanus","urn:lsid:biodiversity.org.au:afd.taxon:481458fc-5fec-4177-b69b-c8f2b04b8f21","Larus (Larus) dominicanus dominicanus","Laridae",,"Kelp Gull","Rare","Near Threatened"
"Acacia trineura","https://id.biodiversity.org.au/node/apni/2918784","Acacia trineura","Fabaceae",,"Green Wattle","Extinct or Endangered","Endangered"
"Dasyurus geoffroii","urn:lsid:biodiversity.org.au:afd.taxon:a2260672-36df-48be-8a9e-d85a77237ba5","Dasyurus geoffroii","Dasyuridae",,"Western Quoll","Extinct or Endangered","Endangered"
"Demansia rimicola","urn:lsid:biodiversity.org.au:afd.taxon:9560bd02-6cb1-43ae-ba7e-86d1e65fff83","Demansia rimicola","Elapidae",,"Channel Country Whipsnake","Rare","Near Threatened"
"Caladenia valida","https://id.biodiversity.org.au/name/apni/116854","Caladenia valida","Orchidaceae",,"Robust Spider-orchid","Extinct or Endangered","Endangered"
"Pseudomys gouldii","urn:lsid:biodiversity.org.au:afd.taxon:19c57444-226b-4f18-9fba-8cac4b0366d1","Pseudomys gouldii","Muridae",,"Gould's Mouse","Extinct or Endangered","Endangered"
"Hydrocotyle diantha","https://id.biodiversity.org.au/node/apni/2908930","Hydrocotyle diantha","Araliaceae",,"Kangaroo Island Pennywort","Extinct or Endangered","Endangered"
"Neophema (Neophema) splendida","urn:lsid:biodiversity.org.au:afd.taxon:c7f54244-9c27-4d8b-bf56-cbc672442d34","Neophema (Neophema) splendida","Psittacidae",,"Scarlet-chested Parrot","Rare","Near Threatened"
"Pterostylis sp. Sandheath (D.Murfet 3190)","https://id.biodiversity.org.au/taxon/apni/51290647","Pterostylis corpulenta","Orchidaceae",,"Tiny Greenhood","Vulnerable","Endangered"
"Poa rodwayi","https://id.biodiversity.org.au/node/apni/2909704","Poa rodwayi","Poaceae",,"Velvet Tussock-grass","Rare","Near Threatened"
"Eucalyptus wyolensis","https://id.biodiversity.org.au/node/apni/2912879","Eucalyptus wyolensis","Myrtaceae",,"Wyola Mallee","Rare","Near Threatened"
"Caladenia richardsiorum","https://id.biodiversity.org.au/node/apni/2895999","Caladenia richardsiorum","Orchidaceae",,"Little Dip Spider-orchid","Extinct or Endangered","Endangered"
"Plectorhyncha lanceolata","urn:lsid:biodiversity.org.au:afd.taxon:f01f449d-1465-4f60-b726-b965ff403be3","Plectorhyncha lanceolata","Meliphagidae",,"Striped Honeyeater","Rare","Near Threatened"
"Caladenia sanguinea","https://id.biodiversity.org.au/name/apni/139101","Caladenia sanguinea","Orchidaceae",,"Crimson Daddy-long-legs","Rare","Near Threatened"
"Taphozous hilli","urn:lsid:biodiversity.org.au:afd.taxon:8ecef76e-6963-40cf-bc4e-7f294ccbd53d","Taphozous hilli","Emballonuridae",,"Hill's Sheathtail-bat","Rare","Near Threatened"
"Veronica derwentiana subsp. derwentiana","https://id.biodiversity.org.au/node/apni/2889362","Veronica derwentiana subsp. derwentiana","Plantaginaceae",,"Derwent Speedwell","Extinct or Endangered","Endangered"
"Cryptostylis subulata","https://id.biodiversity.org.au/name/apni/89052","Cryptostylis subulata","Orchidaceae",,"Cow Orchid","Vulnerable","Endangered"
"Prasophyllum spicatum","https://id.biodiversity.org.au/node/apni/2914474","Prasophyllum spicatum","Orchidaceae",,"Dense Leek-orchid","Extinct or Endangered","Endangered"
"Thelymitra cyanea","https://id.biodiversity.org.au/name/apni/115108","Thelymitra cyanea","Orchidaceae",,"Blue Sun-orchid","Extinct or Endangered","Endangered"
"Hylacola pyrrhopygia pyrrhopygia","urn:lsid:biodiversity.org.au:afd.taxon:8f83f8fe-93e1-4684-a53e-d874e9102ccd","Calamanthus pyrrhopygius pyrrhopygius","Acanthizidae",,"Chestnut-rumped Heathwren (south East Ssp)","Vulnerable","Endangered"
"Eucalyptus conglobata subsp. conglobata","https://id.biodiversity.org.au/node/apni/2896161","Eucalyptus conglobata subsp. conglobata","Myrtaceae",,"Cong mallee","Rare (needs further qualification)","Near Threatened"
"Haloragis myriocarpa","https://id.biodiversity.org.au/node/apni/2907434","Haloragis myriocarpa","Haloragaceae",,"Prickly Raspwort","Rare","Near Threatened"
"Paracaleana minor","https://id.biodiversity.org.au/name/apni/95930","Paracaleana minor","Orchidaceae",,"Small Duck Orchid","Vulnerable","Endangered"
"Acacia spilleriana","https://id.biodiversity.org.au/node/apni/2891389","Acacia spilleriana","Fabaceae",,"Spiller's Wattle","Extinct or Endangered","Endangered"
"Brachyscome parvula","https://id.biodiversity.org.au/taxon/apni/51267850","Brachyscome parvula","Asteraceae",,"Coast Daisy","Rare","Near Threatened"
"Swainsona behriana","https://id.biodiversity.org.au/node/apni/2915191","Swainsona behriana","Fabaceae",,"Behr's Swainson-pea","Vulnerable","Endangered"
"Lobelia cleistogamoides","https://id.biodiversity.org.au/node/apni/2892434","Lobelia cleistogamoides","Campanulaceae",,,"Rare","Near Threatened"
"Pomaderris halmaturina subsp. continentis","https://id.biodiversity.org.au/node/apni/2899203","Pomaderris halmaturina subsp. continentis","Rhamnaceae",,"Glenelg Pomaderris","Vulnerable","Endangered"
"Caladenia intuta","https://id.biodiversity.org.au/node/apni/2893255","Caladenia intuta","Orchidaceae",,"Ghost Spider Orchid","Extinct or Endangered","Endangered"
"Epthianura (Aurepthianura) crocea","urn:lsid:biodiversity.org.au:afd.taxon:35517eb0-6c96-48f4-8661-636dcf20224a","Epthianura (Aurepthianura) crocea","Meliphagidae",,"Yellow Chat","Extinct or Endangered","Endangered"
"Crassula sieberiana","https://id.biodiversity.org.au/node/apni/2888705","Crassula sieberiana","Crassulaceae",,"Austral Crassula","Extinct or Endangered","Endangered"
"Caladenia congesta","https://id.biodiversity.org.au/name/apni/91004","Caladenia congesta","Orchidaceae",,"Black Tongue Caladenia","Rare","Near Threatened"
"Clematis aristata","https://id.biodiversity.org.au/node/apni/2898738","Clematis aristata","Ranunculaceae",,"Awn'd-anthered Virgin's Bower","Vulnerable","Endangered"
"Prasophyllum calcicola","https://id.biodiversity.org.au/name/apni/87231","Prasophyllum calcicola","Orchidaceae",,"Limestone Leek Orchid","Vulnerable","Endangered"
"Fimbristylis aestivalis","https://id.biodiversity.org.au/node/apni/2908648","Fimbristylis aestivalis","Cyperaceae",,"Summer Fringe-rush","Rare","Near Threatened"
"Caladenia argocalla","https://id.biodiversity.org.au/node/apni/2898227","Caladenia argocalla","Orchidaceae",,"White Beauty Spider-orchid","Extinct or Endangered","Endangered"
"Eleocharis geniculata","https://id.biodiversity.org.au/node/apni/2888282","Eleocharis geniculata","Cyperaceae",,"Spike-rush","Rare","Near Threatened"
"Gilesia biniflora","https://id.biodiversity.org.au/node/apni/2902456","Gilesia biniflora","Malvaceae",,"Western Tar-vine","Rare","Near Threatened"
"Amytornis (Maluropsis) barbatus","urn:lsid:biodiversity.org.au:afd.taxon:08139e95-70c7-499e-9a1b-2e7ad2c37ff1","Amytornis (Maluropsis) barbatus","Maluridae",,"Grey Grasswren","Rare","Near Threatened"
"Lachnagrostis limitanea","https://id.biodiversity.org.au/node/apni/2906440","Lachnagrostis limitanea","Poaceae",,"Spalding Blowngrass","Extinct or Endangered","Endangered"
"Eucalyptus kingsmillii subsp. alatissima","https://id.biodiversity.org.au/node/apni/7566667","Eucalyptus alatissima","Myrtaceae",,"Kingsmill's Mallee","Rare","Near Threatened"
"Spyridium spathulatum","https://id.biodiversity.org.au/node/apni/8489762","Spyridium spathulatum","Rhamnaceae",,"Spoon-leaf Spyridium","Rare","Near Threatened"
"Sminthopsis aitkeni","urn:lsid:biodiversity.org.au:afd.taxon:e3eb09e1-807f-4485-afc2-ca7cf02a1899","Sminthopsis griseoventer aitkeni","Dasyuridae",,"Kangaroo Island Dunnart","Extinct or Endangered","Endangered"
"Cyperus sphaeroideus","https://id.biodiversity.org.au/node/apni/2915080","Cyperus sphaeroideus","Cyperaceae",,"Globe Kyllinga","Rare","Near Threatened"
"Melaleuca fulgens subsp. corrugata","https://id.biodiversity.org.au/node/apni/2900915","Melaleuca fulgens subsp. corrugata","Myrtaceae",,"Wrinkled Honey-myrtle","Rare","Near Threatened"
"Liopholis slateri","urn:lsid:biodiversity.org.au:afd.taxon:0c067eab-4872-4eed-81d6-c9b0e18b764d","Liopholis slateri","Scincidae",,"Slater's Egernia","Extinct or Endangered","Endangered"
"Menkea lutea","https://id.biodiversity.org.au/node/apni/2893101","Menkea lutea","Brassicaceae",,,"Rare","Near Threatened"
"Macropus eugenii eugenii","ALA_Macropus_eugenii_eugenii","Macropus eugenii eugenii",,,"Tammar Wallaby","Extinct or Endangered","Endangered"
"Pterostylis setifera","https://id.biodiversity.org.au/name/apni/75779","Pterostylis setifera","Orchidaceae",,"Bristly Greenhood","Extinct or Endangered","Endangered"
"Nicotiana burbidgeae","https://id.biodiversity.org.au/node/apni/2912713","Nicotiana burbidgeae","Solanaceae",,,"Vulnerable","Endangered"
"Leporillus conditor","urn:lsid:biodiversity.org.au:afd.taxon:5ebc59f2-02c2-41b2-918b-fcc7aa9ddaae","Leporillus conditor","Muridae",,"Greater Stick-nest Rat","Vulnerable","Endangered"
"Cyperus bifax","https://id.biodiversity.org.au/node/apni/2899976","Cyperus bifax","Cyperaceae",,"Downs Nut-grass","Rare","Near Threatened"
"Philotheca angustifolia subsp. angustifolia","https://id.biodiversity.org.au/node/apni/2911150","Philotheca angustifolia subsp. angustifolia","Rutaceae",,"Narrow-leaf Wax-flower","Rare","Near Threatened"
"Gratiola pedunculata","https://id.biodiversity.org.au/node/apni/2909605","Gratiola pedunculata","Plantaginaceae",,"Brooklime","Rare","Near Threatened"
"Lichmera (Lichmera) indistincta","urn:lsid:biodiversity.org.au:afd.taxon:e43380b0-e34a-4bd3-996d-8c8dfdb10a3e","Lichmera (Lichmera) indistincta","Meliphagidae",,"Brown Honeyeater","Rare","Near Threatened"
"Calocephalus sonderi","https://id.biodiversity.org.au/node/apni/2919226","Calocephalus sonderi","Asteraceae",,"Pale Beauty Heads","Rare","Near Threatened"
"Adiantum capillus-veneris","https://id.biodiversity.org.au/node/apni/2887223","Adiantum capillus-veneris","Pteridaceae",,"Dainty Maiden-hair","Vulnerable","Endangered"
"Poa sieberiana var. sieberiana","https://id.biodiversity.org.au/node/apni/2910084","Poa sieberiana var. sieberiana","Poaceae",,"Fine-leaf Tussock Grass","Rare","Near Threatened"
"Baumea gunnii","https://id.biodiversity.org.au/node/apni/2909192","Baumea gunnii","Cyperaceae",,"Slender Twig-rush","Rare","Near Threatened"
"Pultenaea trichophylla","https://id.biodiversity.org.au/node/apni/2912271","Pultenaea trichophylla","Fabaceae",,"Tufted Bush-pea","Rare","Near Threatened"
"Calotis lappulacea","https://id.biodiversity.org.au/node/apni/2916134","Calotis lappulacea","Asteraceae",,"Mallee Burr-daisy","Rare","Near Threatened"
"Pterostylis curta","https://id.biodiversity.org.au/name/apni/74419","Pterostylis curta","Orchidaceae",,"Blunt Greenhood","Rare","Near Threatened"
"Leucopogon clelandii","https://id.biodiversity.org.au/node/apni/2918779","Leucopogon clelandii","Ericaceae",,"Cleland's Beard-Heath","Rare","Near Threatened"
"Calochilus cupreus","https://id.biodiversity.org.au/name/apni/98986","Calochilus cupreus","Orchidaceae",,"Copper Beard-orchid","Extinct or Endangered","Endangered"
"Gahnia radula","https://id.biodiversity.org.au/node/apni/2914298","Gahnia radula","Cyperaceae",,"Thatch Saw-sedge","Rare","Near Threatened"
"Stipiturus malachurus polionotum","urn:lsid:biodiversity.org.au:afd.taxon:6e9b1dc5-5fa1-4f4c-9064-b2e6121cb0bb","Stipiturus malachurus polionotum","Maluridae",,"Southern Emu-wren (south East Ssp)","Rare","Near Threatened"
"Lissolepis coventryi","urn:lsid:biodiversity.org.au:afd.taxon:0cd5619d-f70c-40d0-826c-698725b9e2f5","Lissolepis coventryi","Scincidae",,"Eastern Mourning Skink","Extinct or Endangered","Endangered"
"Anogramma leptophylla","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Annual Fern","Rare","Near Threatened"
"Pedionomus torquatus","urn:lsid:biodiversity.org.au:afd.taxon:bc6f97c7-b94a-4622-8f13-bd063c02ff41","Pedionomus torquatus","Pedionomidae",,"Plains-wanderer","Extinct or Endangered","Endangered"
"Teucrium grandiusculum subsp. pilosum","https://id.biodiversity.org.au/node/apni/2887088","Teucrium grandiusculum subsp. pilosum","Lamiaceae",,,"Extinct or Endangered","Endangered"
"Caladenia sp. Finniss (R.Bates 308)","ALA_Caladenia_sp_Finniss_R_Bates_308","Caladenia sp. Finniss (R.Bates 308)",,,"Finniss Spider-orchid","Extinct or Endangered (needs further qualification)","Endangered"
"Eulamprus heatwolei","urn:lsid:biodiversity.org.au:afd.taxon:1df8a2c5-288f-4160-ab01-aa94b18f2db3","Eulamprus heatwolei","Scincidae",,"Yellow-bellied Water-skink","Vulnerable","Endangered"
"Achnophora tatei","https://id.biodiversity.org.au/node/apni/2909755","Achnophora tatei","Asteraceae",,"Kangaroo Island River Daisy","Rare","Near Threatened"
"Grevillea lavandulacea subsp. rogersii","https://id.biodiversity.org.au/node/apni/2906317","Grevillea lavandulacea subsp. rogersii","Proteaceae",,"Rogers' Spider-flower","Rare","Near Threatened"
"Spyridium bifidum var. bifidum","https://id.biodiversity.org.au/node/apni/2888297","Spyridium bifidum subsp. bifidum","Rhamnaceae",,"Marble Range Spyridium","Vulnerable","Endangered"
"Tasmacetus shepherdi","urn:lsid:biodiversity.org.au:afd.taxon:1f35de54-946d-44e4-ab53-2d737878710e","Tasmacetus shepherdi","Ziphiidae",,"Shepherd's Beaked Whale","Rare","Near Threatened"
"Lythrum salicaria","https://id.biodiversity.org.au/node/apni/2902033","Lythrum salicaria","Lythraceae",,"Loosestrife","Rare","Near Threatened"
"Dipodium punctatum","https://id.biodiversity.org.au/name/apni/79508","Dipodium punctatum","Orchidaceae",,"Hyacinth Orchid","Extinct or Endangered","Endangered"
"Lobelia pedunculata","https://id.biodiversity.org.au/node/apni/2901444","Lobelia pedunculata","Campanulaceae",,"White-flower Matted Pratia","Vulnerable","Endangered"
"Macroderma gigas","urn:lsid:biodiversity.org.au:afd.taxon:63bc796a-5a85-45bc-b4bc-edecc931cc50","Macroderma gigas","Megadermatidae",,"Ghost Bat","Extinct or Endangered","Endangered"
"Eucalyptus paludicola","https://id.biodiversity.org.au/node/apni/2887991","Eucalyptus paludicola","Myrtaceae",,"Fleurieu swamp gum","Extinct or Endangered","Endangered"
"Caladenia ornata","https://id.biodiversity.org.au/node/apni/2902262","Caladenia ornata","Orchidaceae",,"Ornate Pink Fingers","Extinct or Endangered","Endangered"
"Cereopsis novaehollandiae novaehollandiae","urn:lsid:biodiversity.org.au:afd.taxon:6667178a-4c9c-475d-938b-7f9733707588","Cereopsis novaehollandiae novaehollandiae","Anatidae",,"Cape Barren Goose","Rare","Near Threatened"
"Senecio psilocarpus","https://id.biodiversity.org.au/node/apni/2892115","Senecio psilocarpus","Asteraceae",,"Smooth-fruited Groundsel","Vulnerable","Endangered"
"Thelymitra hygrophila","https://id.biodiversity.org.au/name/apni/230259","Thelymitra hygrophila","Orchidaceae",,"Blue Star Sun-orchid","Vulnerable","Endangered"
"Eucalyptus polybractea","https://id.biodiversity.org.au/node/apni/2887948","Eucalyptus polybractea","Myrtaceae",,"Blue Mallee","Rare","Near Threatened"
"Schoenus discifer","https://id.biodiversity.org.au/node/apni/2910693","Schoenus discifer","Cyperaceae",,"Tiny Bog-rush","Rare","Near Threatened"
"Haloragis eyreana","https://id.biodiversity.org.au/node/apni/2888446","Haloragis eyreana","Haloragaceae",,"""Prickly raspwort""","Extinct or Endangered","Endangered"
"Diomedea cauta cauta","urn:lsid:biodiversity.org.au:afd.taxon:2afed5fe-df01-4c19-81af-4496744ec6a6","Thalassarche cauta","Diomedeidae",,"Shy Albatross","Vulnerable","Endangered"
"Lawrencia berthae","https://id.biodiversity.org.au/node/apni/2900991","Lawrencia berthae","Malvaceae",,"Showy Lawrencia","Rare","Near Threatened"
"Calidris (Crocethia) alba","urn:lsid:biodiversity.org.au:afd.taxon:5df8fe83-1398-4c70-95a2-f680813aaa7e","Calidris (Crocethia) alba","Scolopacidae",,"Sanderling","Rare","Near Threatened"
"Juncus prismatocarpus","https://id.biodiversity.org.au/node/apni/2910641","Juncus prismatocarpus","Juncaceae",,"Branching Rush","Extinct or Endangered","Endangered"
"Lachnagrostis robusta","https://id.biodiversity.org.au/node/apni/2918758","Lachnagrostis robusta","Poaceae",,"Salt Blowngrass","Rare","Near Threatened"
"Prasophyllum occultans","https://id.biodiversity.org.au/name/apni/105667","Prasophyllum occultans","Orchidaceae",,"Hidden Leek-orchid","Rare","Near Threatened"
"Acacia pickardii","https://id.biodiversity.org.au/node/apni/2919690","Acacia pickardii","Fabaceae",,"Birds Nest Wattle","Rare","Near Threatened"
"Luzula ovata","https://id.biodiversity.org.au/node/apni/2910546","Luzula ovata","Juncaceae",,"Clustered Wood-rush","Rare","Near Threatened"
"Austrostipa gibbosa","https://id.biodiversity.org.au/node/apni/2900203","Austrostipa gibbosa","Poaceae",,"Swollen Spear-grass","Rare","Near Threatened"
"Ardea (Bubulcus) ibis","urn:lsid:biodiversity.org.au:afd.taxon:4d70c7c0-1d4a-41c5-90d4-93871cbf2a3c","Ardea (Bubulcus) ibis","Ardeidae",,"Cattle Egret","Rare","Near Threatened"
"Gentianella clelandii","https://id.biodiversity.org.au/node/apni/2891578","Gentianella clelandii","Gentianaceae",,,"Extinct or Endangered (needs further qualification)","Endangered"
"Lerista arenicola","urn:lsid:biodiversity.org.au:afd.taxon:c5d15242-20a9-49d6-bc06-f766cae30c72","Lerista arenicola","Scincidae",,"Bight Slider","Rare","Near Threatened"
"Stipiturus malachurus intermedius","urn:lsid:biodiversity.org.au:afd.taxon:a51a2f0d-a72d-41e0-bbc1-f4e244c97f21","Stipiturus malachurus intermedius","Maluridae",,"Mount Lofty Southern Emu-wren","Extinct or Endangered","Endangered"
"Petaurus breviceps breviceps","urn:lsid:biodiversity.org.au:afd.taxon:eb3ed205-43d2-4622-a17e-3969b3bb95a2","Petaurus breviceps breviceps","Petauridae",,"Sugar Glider","Rare","Near Threatened"
"Logania scabrella","https://id.biodiversity.org.au/node/apni/2888678","Logania scabrella","Loganiaceae",,"Rough Logania","Rare","Near Threatened"
"Ranunculus pumilio var. politus","https://id.biodiversity.org.au/node/apni/2888152","Ranunculus pumilio var. politus","Ranunculaceae",,"Ferny Buttercup","Vulnerable","Endangered"
"Balaenoptera borealis","urn:lsid:biodiversity.org.au:afd.taxon:7487f1a7-d213-46be-ac63-36e1a5021b31","Balaenoptera borealis","Balaenopteridae",,"Sei Whale","Vulnerable","Endangered"
"Eremophila pentaptera","https://id.biodiversity.org.au/node/apni/2892868","Eremophila pentaptera","Scrophulariaceae",,,"Rare","Near Threatened"
"Swainsona vestita","https://id.biodiversity.org.au/node/apni/2899327","Swainsona vestita","Fabaceae",,,"Vulnerable","Endangered"
"Caladenia sanguinea","https://id.biodiversity.org.au/name/apni/139101","Caladenia sanguinea","Orchidaceae",,"Crimson Daddy-long-legs","Rare","Near Threatened"
"Androcalva multiloba","https://id.biodiversity.org.au/node/apni/2918835","Androcalva multiloba","Malvaceae",,"Trailing Commersonia","Extinct or Endangered","Endangered"
"Podolepis jaceoides","https://id.biodiversity.org.au/taxon/apni/51268847","Podolepis jaceoides","Asteraceae",,"Showy Copper-wire Daisy","Rare","Near Threatened"
"Chalinolobus picatus","urn:lsid:biodiversity.org.au:afd.taxon:b8adea80-2c27-4c39-ab64-336cb25d9178","Chalinolobus picatus","Vespertilionidae",,"Little Pied Bat","Extinct or Endangered","Endangered"
"Wurmbea uniflora","https://id.biodiversity.org.au/node/apni/2911047","Wurmbea uniflora","Colchicaceae",,"One-flower Early Nancy","Extinct or Endangered","Endangered"
"Eucalyptus pauciflora subsp. pauciflora","https://id.biodiversity.org.au/node/apni/2909582","Eucalyptus pauciflora subsp. pauciflora","Myrtaceae",,"Cabbage gum","Vulnerable","Endangered"
"Caladenia behrii","https://id.biodiversity.org.au/node/apni/2898054","Caladenia behrii","Orchidaceae",,"Pink-lip Spider-orchid","Extinct or Endangered","Endangered"
"Schoenus laevigatus","https://id.biodiversity.org.au/node/apni/2896265","Schoenus laevigatus","Cyperaceae",,"Short-leaf Bog-sedge","Rare","Near Threatened"
"Dasyornis (Maccoyornis) broadbenti broadbenti","urn:lsid:biodiversity.org.au:afd.taxon:75b974d4-b506-4a2a-8ac6-ecfbcad40e9d","Dasyornis (Maccoyornis) broadbenti broadbenti","Dasyornithidae",,"Rufous Bristlebird","Rare","Near Threatened"
"Desmocladus diacolpicus","https://id.biodiversity.org.au/node/apni/2919517","Desmocladus diacolpicus","Restionaceae",,"Bundled Cord-rush","Vulnerable","Endangered"
"Angianthus phyllocalymmeus","https://id.biodiversity.org.au/node/apni/2912955","Angianthus phyllocalymmeus","Asteraceae",,"Silver Candles","Vulnerable","Endangered"
"Corybas fordhamii","https://id.biodiversity.org.au/name/apni/81710","Corybas fordhamii","Orchidaceae",,"Banded Helmet Orchid","Extinct or Endangered","Endangered"
"Eremophila subfloccosa subsp. glandulosa","https://id.biodiversity.org.au/node/apni/2903305","Eremophila subfloccosa subsp. glandulosa","Scrophulariaceae",,"Green-flower Emubush","Rare","Near Threatened"
"Pachycephala (Timixos) olivacea hesperus","urn:lsid:biodiversity.org.au:afd.taxon:d6e1fc66-b3d3-4dbd-9ba1-af478c1157d1","Pachycephala (Timixos) olivacea hesperus","Pachycephalidae",,"Olive Whistler","Extinct or Endangered","Endangered"
"Xanthosia tasmanica","https://id.biodiversity.org.au/node/apni/2902245","Xanthosia tasmanica","Apiaceae",,"Southern Xanthosia","Rare","Near Threatened"
"Varanus rosenbergi","urn:lsid:biodiversity.org.au:afd.taxon:a01a6bb4-8757-4ebf-9da7-0089e657d8d1","Varanus rosenbergi","Varanidae",,"Heath Monitor","Vulnerable","Endangered"
"Ctenotus joanae","urn:lsid:biodiversity.org.au:afd.taxon:0c6677ca-958a-44d6-8bcb-a43c4e55b071","Ctenotus joanae","Scincidae",,"Black-soil Ctenotus","Rare","Near Threatened"
"Aprosmictus erythropterus","urn:lsid:biodiversity.org.au:afd.taxon:da86db9a-1c4f-4cd6-9f2f-9dd11763b772","Aprosmictus erythropterus","Psittacidae",,"Red-winged Parrot","Rare","Near Threatened"
"Aristida australis","https://id.biodiversity.org.au/node/apni/2909607","Aristida australis","Poaceae",,,"Rare","Near Threatened"
"Pseudemoia rawlinsoni","urn:lsid:biodiversity.org.au:afd.taxon:e8b0a2a3-b85b-4201-a671-1d4038e6b7ed","Pseudemoia rawlinsoni","Scincidae",,"Glossy Grass Skink","Vulnerable","Endangered"
"Megaptera novaeangliae","urn:lsid:biodiversity.org.au:afd.taxon:8472dd02-e960-4c15-8b06-5e3156c7b0c0","Megaptera novaeangliae","Balaenopteridae",,"Humpback Whale","Vulnerable","Endangered"
"Zygophyllum hybridum","https://id.biodiversity.org.au/taxon/apni/51311476","Roepera iodocarpa","Zygophyllaceae",,,"Rare","Near Threatened"
"Poa meionectes","https://id.biodiversity.org.au/node/apni/2886653","Poa meionectes","Poaceae",,"Fine-leaf Tussock-grass","Vulnerable","Endangered"
"Microlepidium pilosulum","https://id.biodiversity.org.au/node/apni/2887803","Microlepidium pilosulum","Brassicaceae",,"Hairy Shepard's Purse","Rare","Near Threatened"
"Bothriochloa macra","https://id.biodiversity.org.au/node/apni/2904877","Bothriochloa macra","Poaceae",,"Pitted Beard Grass","Rare","Near Threatened"
"Corcorax melanorhamphos","urn:lsid:biodiversity.org.au:afd.taxon:bf4196ce-d341-4b3e-bc6a-56847cb558c2","Corcorax melanorhamphos","Corcoracidae",,"White-winged Chough","Rare","Near Threatened"
"Exocarpos strictus","https://id.biodiversity.org.au/node/apni/2910932","Exocarpos strictus","Santalaceae",,"Dwarf Cherry","Rare","Near Threatened"
"Lagenophora gracilis","https://id.biodiversity.org.au/node/apni/2915934","Lagenophora gracilis","Asteraceae",,"Slender Bottle-daisy","Vulnerable","Endangered"
"Xerothamnella parvifolia","https://id.biodiversity.org.au/node/apni/2891701","Xerothamnella parvifolia","Acanthaceae",,"Xerothamnella Parvifolia","Extinct or Endangered","Endangered"
"Lachnagrostis punicea subsp. punicea","https://id.biodiversity.org.au/node/apni/2915754","Lachnagrostis punicea subsp. punicea","Poaceae",,"Bristle Blowngrass","Rare","Near Threatened"
"Microtis eremaea","https://id.biodiversity.org.au/name/apni/163369","Microtis eremaea","Orchidaceae",,"Slender Mignonette Orchid","Extinct or Endangered","Endangered"
"Hakea aenigma","https://id.biodiversity.org.au/node/apni/2918745","Hakea aenigma","Proteaceae",,"Enigma Hakea","Rare","Near Threatened"
"Lewinia pectoralis","urn:lsid:biodiversity.org.au:afd.taxon:106a7d9b-dbf8-428f-8ac0-95d545a9dc44","Lewinia pectoralis","Rallidae",,"Lewin's Rail","Vulnerable","Endangered"
"Hydrurga leptonyx","urn:lsid:biodiversity.org.au:afd.taxon:93d67f12-f5d4-4ccb-8deb-ceeefa04092e","Hydrurga leptonyx","Phocidae",,"Leopard Seal","Rare","Near Threatened"
"Lophoictinia isura","urn:lsid:biodiversity.org.au:afd.taxon:f6edc452-91de-4ab0-9cf6-49ca23b82995","Lophoictinia isura","Accipitridae",,"Square-tailed Kite","Extinct or Endangered","Endangered"
"Tiliqua adelaidensis","urn:lsid:biodiversity.org.au:afd.taxon:a70c19ab-7d61-4e14-91ff-c81e54cbea9f","Tiliqua adelaidensis","Scincidae",,"Pygmy Blue-tongue","Extinct or Endangered","Endangered"
